,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Like
82,0.494,0.406,11,-10.725,0,0.0416,0.607,0.53,0.122,0.219,81.067,audio_features,4KDVWd4zUHrfJHyuOuvLJP,spotify:track:4KDVWd4zUHrfJHyuOuvLJP,https://api.spotify.com/v1/tracks/4KDVWd4zUHrfJHyuOuvLJP,https://api.spotify.com/v1/audio-analysis/4KDVWd4zUHrfJHyuOuvLJP,191904,4,1
83,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,audio_features,0rKtyWc8bvkriBthvHKY8d,spotify:track:0rKtyWc8bvkriBthvHKY8d,https://api.spotify.com/v1/tracks/0rKtyWc8bvkriBthvHKY8d,https://api.spotify.com/v1/audio-analysis/0rKtyWc8bvkriBthvHKY8d,209274,4,1
84,0.705,0.373,7,-9.066,1,0.0384,0.723,0.81,0.289,0.551,120.046,audio_features,2mlGPkAx4kwF8Df0GlScsC,spotify:track:2mlGPkAx4kwF8Df0GlScsC,https://api.spotify.com/v1/tracks/2mlGPkAx4kwF8Df0GlScsC,https://api.spotify.com/v1/audio-analysis/2mlGPkAx4kwF8Df0GlScsC,208026,4,1
85,0.779,0.572,4,-9.259,1,0.0396,0.306,0.739,0.106,0.967,114.994,audio_features,7cneuh5BMBbqbbGrpqTDHQ,spotify:track:7cneuh5BMBbqbbGrpqTDHQ,https://api.spotify.com/v1/tracks/7cneuh5BMBbqbbGrpqTDHQ,https://api.spotify.com/v1/audio-analysis/7cneuh5BMBbqbbGrpqTDHQ,140116,4,1
86,0.715,0.624,4,-3.046,0,0.114,0.11,0.0,0.123,0.412,158.087,audio_features,5qmq61DAAOUaW8AUo8xKhh,spotify:track:5qmq61DAAOUaW8AUo8xKhh,https://api.spotify.com/v1/tracks/5qmq61DAAOUaW8AUo8xKhh,https://api.spotify.com/v1/audio-analysis/5qmq61DAAOUaW8AUo8xKhh,173325,4,1
87,0.618,0.46,11,-7.34,1,0.0239,0.514,2.6e-05,0.0959,0.55,79.991,audio_features,3iy0DPa6OvqqH7ZRWQWWol,spotify:track:3iy0DPa6OvqqH7ZRWQWWol,https://api.spotify.com/v1/tracks/3iy0DPa6OvqqH7ZRWQWWol,https://api.spotify.com/v1/audio-analysis/3iy0DPa6OvqqH7ZRWQWWol,120375,4,1
88,0.655,0.668,0,-6.733,1,0.0272,0.0398,0.0302,0.0759,0.867,93.003,audio_features,4gZDCOFuLCxCRWNhSEcOtJ,spotify:track:4gZDCOFuLCxCRWNhSEcOtJ,https://api.spotify.com/v1/tracks/4gZDCOFuLCxCRWNhSEcOtJ,https://api.spotify.com/v1/audio-analysis/4gZDCOFuLCxCRWNhSEcOtJ,202627,4,1
89,0.649,0.535,6,-12.017,0,0.224,0.385,0.000422,0.12,0.843,84.466,audio_features,0nXyCNdS6fkZNP11DwGq1i,spotify:track:0nXyCNdS6fkZNP11DwGq1i,https://api.spotify.com/v1/tracks/0nXyCNdS6fkZNP11DwGq1i,https://api.spotify.com/v1/audio-analysis/0nXyCNdS6fkZNP11DwGq1i,142500,4,1
90,0.577,0.527,11,-11.491,0,0.16,0.516,0.00243,0.108,0.565,87.921,audio_features,0yJRQPFhkgBMP8RyerfH8l,spotify:track:0yJRQPFhkgBMP8RyerfH8l,https://api.spotify.com/v1/tracks/0yJRQPFhkgBMP8RyerfH8l,https://api.spotify.com/v1/audio-analysis/0yJRQPFhkgBMP8RyerfH8l,169091,4,1
91,0.578,0.456,0,-10.155,1,0.0243,0.168,0.00306,0.202,0.276,96.979,audio_features,0b37r8i1Mkcu3ICfjCvfpQ,spotify:track:0b37r8i1Mkcu3ICfjCvfpQ,https://api.spotify.com/v1/tracks/0b37r8i1Mkcu3ICfjCvfpQ,https://api.spotify.com/v1/audio-analysis/0b37r8i1Mkcu3ICfjCvfpQ,294022,4,1
92,0.747,0.538,11,-9.664,0,0.033,0.877,0.766,0.0877,0.3,136.948,audio_features,2HFLh8qlNfW4EPpHVHz7Ej,spotify:track:2HFLh8qlNfW4EPpHVHz7Ej,https://api.spotify.com/v1/tracks/2HFLh8qlNfW4EPpHVHz7Ej,https://api.spotify.com/v1/audio-analysis/2HFLh8qlNfW4EPpHVHz7Ej,180438,4,1
93,0.687,0.617,4,-5.213,1,0.0287,0.0941,1.32e-05,0.0898,0.665,121.08,audio_features,4sNG6zQBmtq7M8aeeKJRMQ,spotify:track:4sNG6zQBmtq7M8aeeKJRMQ,https://api.spotify.com/v1/tracks/4sNG6zQBmtq7M8aeeKJRMQ,https://api.spotify.com/v1/audio-analysis/4sNG6zQBmtq7M8aeeKJRMQ,252307,4,1
94,0.811,0.472,8,-13.446,0,0.0429,0.173,0.407,0.0969,0.822,131.983,audio_features,4WbSPgddOWXGQNnUB7Jabq,spotify:track:4WbSPgddOWXGQNnUB7Jabq,https://api.spotify.com/v1/tracks/4WbSPgddOWXGQNnUB7Jabq,https://api.spotify.com/v1/audio-analysis/4WbSPgddOWXGQNnUB7Jabq,250909,4,1
95,0.445,0.563,7,-8.904,1,0.0315,0.105,0.000271,0.179,0.204,94.978,audio_features,7oJmIBxEAYjfkS7lhZ7M1S,spotify:track:7oJmIBxEAYjfkS7lhZ7M1S,https://api.spotify.com/v1/tracks/7oJmIBxEAYjfkS7lhZ7M1S,https://api.spotify.com/v1/audio-analysis/7oJmIBxEAYjfkS7lhZ7M1S,262737,4,1
96,0.639,0.816,6,-5.28,0,0.0485,0.000985,0.0604,0.141,0.802,138.008,audio_features,1pNUmVxDiE8t6P1XxcZAv8,spotify:track:1pNUmVxDiE8t6P1XxcZAv8,https://api.spotify.com/v1/tracks/1pNUmVxDiE8t6P1XxcZAv8,https://api.spotify.com/v1/audio-analysis/1pNUmVxDiE8t6P1XxcZAv8,166520,4,1
97,0.839,0.473,10,-7.835,0,0.0607,0.641,0.000459,0.0939,0.0644,98.732,audio_features,7qwt4xUIqQWCu1DJf96g2k,spotify:track:7qwt4xUIqQWCu1DJf96g2k,https://api.spotify.com/v1/tracks/7qwt4xUIqQWCu1DJf96g2k,https://api.spotify.com/v1/audio-analysis/7qwt4xUIqQWCu1DJf96g2k,135016,4,1
98,0.61,0.305,4,-14.037,1,0.053,0.653,0.0,0.103,0.222,113.818,audio_features,02tvc9CFnTyHuSRlGeNv9w,spotify:track:02tvc9CFnTyHuSRlGeNv9w,https://api.spotify.com/v1/tracks/02tvc9CFnTyHuSRlGeNv9w,https://api.spotify.com/v1/audio-analysis/02tvc9CFnTyHuSRlGeNv9w,206975,4,1
99,0.786,0.659,0,-10.861,1,0.034,0.644,0.0442,0.104,0.311,117.003,audio_features,6rEkaGgEj1HLWZ9mjcZDjP,spotify:track:6rEkaGgEj1HLWZ9mjcZDjP,https://api.spotify.com/v1/tracks/6rEkaGgEj1HLWZ9mjcZDjP,https://api.spotify.com/v1/audio-analysis/6rEkaGgEj1HLWZ9mjcZDjP,262564,4,1
0,0.489,0.683,0,-6.32,1,0.0295,0.099,8.84e-06,0.637,0.133,83.993,audio_features,74lfGn1j0rBJ3YqR2mo4oU,spotify:track:74lfGn1j0rBJ3YqR2mo4oU,https://api.spotify.com/v1/tracks/74lfGn1j0rBJ3YqR2mo4oU,https://api.spotify.com/v1/audio-analysis/74lfGn1j0rBJ3YqR2mo4oU,318373,4,1
1,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,audio_features,2Fxmhks0bxGSBdJ92vM42m,spotify:track:2Fxmhks0bxGSBdJ92vM42m,https://api.spotify.com/v1/tracks/2Fxmhks0bxGSBdJ92vM42m,https://api.spotify.com/v1/audio-analysis/2Fxmhks0bxGSBdJ92vM42m,194088,4,1
2,0.62,0.712,9,-6.434,1,0.1,0.228,3.39e-06,0.0561,0.83,170.234,audio_features,4dRqYKhLVujxiBXcq50YzG,spotify:track:4dRqYKhLVujxiBXcq50YzG,https://api.spotify.com/v1/tracks/4dRqYKhLVujxiBXcq50YzG,https://api.spotify.com/v1/audio-analysis/4dRqYKhLVujxiBXcq50YzG,268600,4,1
3,0.273,0.565,2,-7.283,1,0.248,0.516,1.68e-06,0.0855,0.298,179.518,audio_features,52jrkbPtSa6PytFF3cG70Y,spotify:track:52jrkbPtSa6PytFF3cG70Y,https://api.spotify.com/v1/tracks/52jrkbPtSa6PytFF3cG70Y,https://api.spotify.com/v1/audio-analysis/52jrkbPtSa6PytFF3cG70Y,235226,4,1
4,0.939,0.305,8,-10.952,0,0.354,0.35,0.000169,0.105,0.563,100.029,audio_features,3Tc57t9l2O8FwQZtQOvPXK,spotify:track:3Tc57t9l2O8FwQZtQOvPXK,https://api.spotify.com/v1/tracks/3Tc57t9l2O8FwQZtQOvPXK,https://api.spotify.com/v1/audio-analysis/3Tc57t9l2O8FwQZtQOvPXK,179889,4,1
5,0.711,0.653,5,-8.224,1,0.054,0.17,0.0142,0.0985,0.697,75.006,audio_features,5b5wCUEao71E5iME5fPl93,spotify:track:5b5wCUEao71E5iME5fPl93,https://api.spotify.com/v1/tracks/5b5wCUEao71E5iME5fPl93,https://api.spotify.com/v1/audio-analysis/5b5wCUEao71E5iME5fPl93,177600,4,1
6,0.643,0.492,4,-9.314,0,0.0387,0.181,0.033,0.798,0.601,107.954,audio_features,5yhQS5ce3WebABcdngULA8,spotify:track:5yhQS5ce3WebABcdngULA8,https://api.spotify.com/v1/tracks/5yhQS5ce3WebABcdngULA8,https://api.spotify.com/v1/audio-analysis/5yhQS5ce3WebABcdngULA8,186105,4,1
7,0.777,0.352,6,-10.756,1,0.0994,0.0604,0.00168,0.0795,0.0663,90.002,audio_features,3ZTwriU7ZwqoaArm05ljXi,spotify:track:3ZTwriU7ZwqoaArm05ljXi,https://api.spotify.com/v1/tracks/3ZTwriU7ZwqoaArm05ljXi,https://api.spotify.com/v1/audio-analysis/3ZTwriU7ZwqoaArm05ljXi,199333,4,1
8,0.643,0.891,9,-4.404,1,0.0322,0.642,0.0853,0.119,0.886,95.814,audio_features,6gleu3mq7BM5hcpB1gPcge,spotify:track:6gleu3mq7BM5hcpB1gPcge,https://api.spotify.com/v1/tracks/6gleu3mq7BM5hcpB1gPcge,https://api.spotify.com/v1/audio-analysis/6gleu3mq7BM5hcpB1gPcge,213760,4,1
9,0.342,0.644,0,-4.363,1,0.0346,0.0291,0.299,0.0988,0.129,150.848,audio_features,27bBjan9bD8rUESGYqK9a7,spotify:track:27bBjan9bD8rUESGYqK9a7,https://api.spotify.com/v1/tracks/27bBjan9bD8rUESGYqK9a7,https://api.spotify.com/v1/audio-analysis/27bBjan9bD8rUESGYqK9a7,256413,4,1
10,0.511,0.622,2,-5.727,1,0.0242,0.0108,4.51e-06,0.127,0.425,99.934,audio_features,0DRvClQbN9znQ295sx76VC,spotify:track:0DRvClQbN9znQ295sx76VC,https://api.spotify.com/v1/tracks/0DRvClQbN9znQ295sx76VC,https://api.spotify.com/v1/audio-analysis/0DRvClQbN9znQ295sx76VC,196027,4,1
11,0.758,0.506,0,-8.788,1,0.0359,0.153,0.0126,0.164,0.687,129.935,audio_features,1xda2R5cSP7GKlqXY3Pji2,spotify:track:1xda2R5cSP7GKlqXY3Pji2,https://api.spotify.com/v1/tracks/1xda2R5cSP7GKlqXY3Pji2,https://api.spotify.com/v1/audio-analysis/1xda2R5cSP7GKlqXY3Pji2,158219,4,1
12,0.454,0.393,11,-11.715,1,0.0417,0.825,0.275,0.106,0.181,110.072,audio_features,1et9bfdvDHld2wPBZfT1OA,spotify:track:1et9bfdvDHld2wPBZfT1OA,https://api.spotify.com/v1/tracks/1et9bfdvDHld2wPBZfT1OA,https://api.spotify.com/v1/audio-analysis/1et9bfdvDHld2wPBZfT1OA,247769,4,1
13,0.744,0.845,4,-7.422,0,0.253,0.759,0.232,0.1,0.749,75.221,audio_features,0SIAFU49FFHwR3QnT5Jx0k,spotify:track:0SIAFU49FFHwR3QnT5Jx0k,https://api.spotify.com/v1/tracks/0SIAFU49FFHwR3QnT5Jx0k,https://api.spotify.com/v1/audio-analysis/0SIAFU49FFHwR3QnT5Jx0k,160000,4,1
14,0.853,0.351,7,-10.198,1,0.241,0.39,9.38e-06,0.752,0.282,118.028,audio_features,3Fj47GNK2kUF0uaEDgXLaD,spotify:track:3Fj47GNK2kUF0uaEDgXLaD,https://api.spotify.com/v1/tracks/3Fj47GNK2kUF0uaEDgXLaD,https://api.spotify.com/v1/audio-analysis/3Fj47GNK2kUF0uaEDgXLaD,221543,4,1
15,0.646,0.681,7,-5.847,1,0.0764,0.683,4.84e-06,0.107,0.421,131.896,audio_features,5JRMqkR82k2fdDEAim9SCN,spotify:track:5JRMqkR82k2fdDEAim9SCN,https://api.spotify.com/v1/tracks/5JRMqkR82k2fdDEAim9SCN,https://api.spotify.com/v1/audio-analysis/5JRMqkR82k2fdDEAim9SCN,176732,4,1
16,0.781,0.431,2,-10.375,1,0.128,0.172,0.14,0.0823,0.57,142.923,audio_features,2N16QiEd8CZoEApMGj95wo,spotify:track:2N16QiEd8CZoEApMGj95wo,https://api.spotify.com/v1/tracks/2N16QiEd8CZoEApMGj95wo,https://api.spotify.com/v1/audio-analysis/2N16QiEd8CZoEApMGj95wo,243660,4,1
17,0.612,0.942,7,-4.549,1,0.0568,0.016,0.0,0.137,0.807,106.57,audio_features,0V34LU5aBA3hYgq178hFFY,spotify:track:0V34LU5aBA3hYgq178hFFY,https://api.spotify.com/v1/tracks/0V34LU5aBA3hYgq178hFFY,https://api.spotify.com/v1/audio-analysis/0V34LU5aBA3hYgq178hFFY,209347,4,1
18,0.697,0.401,7,-10.216,1,0.0543,0.43,0.0109,0.316,0.478,108.996,audio_features,6SZwj6cjc8JQbkrr8cbIUn,spotify:track:6SZwj6cjc8JQbkrr8cbIUn,https://api.spotify.com/v1/tracks/6SZwj6cjc8JQbkrr8cbIUn,https://api.spotify.com/v1/audio-analysis/6SZwj6cjc8JQbkrr8cbIUn,185224,4,1
19,0.545,0.907,7,-5.852,1,0.0416,0.0583,0.0,0.102,0.44,114.523,audio_features,5Bge1Dsqjc14hhGguYML5w,spotify:track:5Bge1Dsqjc14hhGguYML5w,https://api.spotify.com/v1/tracks/5Bge1Dsqjc14hhGguYML5w,https://api.spotify.com/v1/audio-analysis/5Bge1Dsqjc14hhGguYML5w,220707,4,1
20,0.692,0.478,6,-11.444,1,0.0502,0.178,0.012,0.105,0.592,150.831,audio_features,2iyDTStpAS9b3BOpTJKREn,spotify:track:2iyDTStpAS9b3BOpTJKREn,https://api.spotify.com/v1/tracks/2iyDTStpAS9b3BOpTJKREn,https://api.spotify.com/v1/audio-analysis/2iyDTStpAS9b3BOpTJKREn,173167,4,1
21,0.569,0.779,8,-3.662,1,0.0359,0.377,0.0,0.0286,0.878,187.952,audio_features,7fH0VUCDaudXzWIqWB80zA,spotify:track:7fH0VUCDaudXzWIqWB80zA,https://api.spotify.com/v1/tracks/7fH0VUCDaudXzWIqWB80zA,https://api.spotify.com/v1/audio-analysis/7fH0VUCDaudXzWIqWB80zA,199149,4,1
22,0.606,0.435,9,-11.458,1,0.0614,0.318,0.00482,0.205,0.376,124.943,audio_features,4INAYJNWgPwA9RwVeM47mA,spotify:track:4INAYJNWgPwA9RwVeM47mA,https://api.spotify.com/v1/tracks/4INAYJNWgPwA9RwVeM47mA,https://api.spotify.com/v1/audio-analysis/4INAYJNWgPwA9RwVeM47mA,233995,3,1
23,0.825,0.482,2,-8.29,1,0.0378,0.876,0.209,0.101,0.338,99.991,audio_features,0ARp9mXXpPflIwehy25kCa,spotify:track:0ARp9mXXpPflIwehy25kCa,https://api.spotify.com/v1/tracks/0ARp9mXXpPflIwehy25kCa,https://api.spotify.com/v1/audio-analysis/0ARp9mXXpPflIwehy25kCa,166400,4,1
24,0.539,0.535,1,-9.717,1,0.0319,0.42,0.632,0.263,0.352,78.885,audio_features,7nEZZ1mWK7h98x8ENbQuqJ,spotify:track:7nEZZ1mWK7h98x8ENbQuqJ,https://api.spotify.com/v1/tracks/7nEZZ1mWK7h98x8ENbQuqJ,https://api.spotify.com/v1/audio-analysis/7nEZZ1mWK7h98x8ENbQuqJ,181678,4,1
25,0.541,0.583,6,-8.886,0,0.0507,0.674,0.00583,0.125,0.295,148.162,audio_features,65sNrvOp2HLlhGTeLJ0nnk,spotify:track:65sNrvOp2HLlhGTeLJ0nnk,https://api.spotify.com/v1/tracks/65sNrvOp2HLlhGTeLJ0nnk,https://api.spotify.com/v1/audio-analysis/65sNrvOp2HLlhGTeLJ0nnk,220067,4,1
26,0.623,0.615,1,-10.064,1,0.146,0.304,0.00874,0.25,0.672,169.137,audio_features,5BoDFGTXZ8j5muc6Sb2jMz,spotify:track:5BoDFGTXZ8j5muc6Sb2jMz,https://api.spotify.com/v1/tracks/5BoDFGTXZ8j5muc6Sb2jMz,https://api.spotify.com/v1/audio-analysis/5BoDFGTXZ8j5muc6Sb2jMz,157303,4,1
27,0.605,0.724,1,-7.729,0,0.0441,0.121,0.431,0.108,0.898,89.403,audio_features,0a0EYuSVqeVqV8kjN9bFYC,spotify:track:0a0EYuSVqeVqV8kjN9bFYC,https://api.spotify.com/v1/tracks/0a0EYuSVqeVqV8kjN9bFYC,https://api.spotify.com/v1/audio-analysis/0a0EYuSVqeVqV8kjN9bFYC,226613,4,1
28,0.662,0.561,8,-6.679,1,0.0299,0.653,0.000204,0.108,0.273,104.127,audio_features,7ewXoDdfXOYdMIJ7k9QJmh,spotify:track:7ewXoDdfXOYdMIJ7k9QJmh,https://api.spotify.com/v1/tracks/7ewXoDdfXOYdMIJ7k9QJmh,https://api.spotify.com/v1/audio-analysis/7ewXoDdfXOYdMIJ7k9QJmh,170101,4,1
29,0.75,0.585,9,-7.576,0,0.0285,0.049,0.00552,0.155,0.584,102.331,audio_features,5mIOsPuQdXchVY0jB5NO9Q,spotify:track:5mIOsPuQdXchVY0jB5NO9Q,https://api.spotify.com/v1/tracks/5mIOsPuQdXchVY0jB5NO9Q,https://api.spotify.com/v1/audio-analysis/5mIOsPuQdXchVY0jB5NO9Q,159595,4,1
30,0.647,0.65,5,-3.848,0,0.0449,0.322,0.0,0.34,0.677,74.0,audio_features,0YBvPvnfflEzgc3GV9vzKA,spotify:track:0YBvPvnfflEzgc3GV9vzKA,https://api.spotify.com/v1/tracks/0YBvPvnfflEzgc3GV9vzKA,https://api.spotify.com/v1/audio-analysis/0YBvPvnfflEzgc3GV9vzKA,215676,4,1
31,0.803,0.599,1,-5.169,1,0.0985,0.111,0.0,0.236,0.484,130.107,audio_features,1gGhqfs2pDTOI30AEXMXrn,spotify:track:1gGhqfs2pDTOI30AEXMXrn,https://api.spotify.com/v1/tracks/1gGhqfs2pDTOI30AEXMXrn,https://api.spotify.com/v1/audio-analysis/1gGhqfs2pDTOI30AEXMXrn,163525,4,1
32,0.423,0.111,3,-16.906,1,0.0499,0.95,0.00624,0.0911,0.288,104.204,audio_features,2tgzwqArTmTiVD76fbHlWs,spotify:track:2tgzwqArTmTiVD76fbHlWs,https://api.spotify.com/v1/tracks/2tgzwqArTmTiVD76fbHlWs,https://api.spotify.com/v1/audio-analysis/2tgzwqArTmTiVD76fbHlWs,210061,4,1
33,0.588,0.855,9,-6.153,1,0.0372,0.0735,0.815,0.128,0.717,141.941,audio_features,1zFbBrZmJr1Z49HYe84dBg,spotify:track:1zFbBrZmJr1Z49HYe84dBg,https://api.spotify.com/v1/tracks/1zFbBrZmJr1Z49HYe84dBg,https://api.spotify.com/v1/audio-analysis/1zFbBrZmJr1Z49HYe84dBg,211165,4,1
34,0.777,0.435,5,-11.25,1,0.0471,0.291,6.55e-05,0.292,0.234,124.031,audio_features,1AXCFEfoecz1n906jVI8Si,spotify:track:1AXCFEfoecz1n906jVI8Si,https://api.spotify.com/v1/tracks/1AXCFEfoecz1n906jVI8Si,https://api.spotify.com/v1/audio-analysis/1AXCFEfoecz1n906jVI8Si,149758,4,1
35,0.534,0.724,6,-4.675,0,0.0495,0.00605,0.0929,0.108,0.503,81.846,audio_features,6OiRh4kttAs1YWglvTcYkB,spotify:track:6OiRh4kttAs1YWglvTcYkB,https://api.spotify.com/v1/tracks/6OiRh4kttAs1YWglvTcYkB,https://api.spotify.com/v1/audio-analysis/6OiRh4kttAs1YWglvTcYkB,207813,4,1
36,0.667,0.473,2,-12.597,1,0.0502,0.759,0.000354,0.117,0.69,134.933,audio_features,0T1hQWoeHLABtNE0gpPCd0,spotify:track:0T1hQWoeHLABtNE0gpPCd0,https://api.spotify.com/v1/tracks/0T1hQWoeHLABtNE0gpPCd0,https://api.spotify.com/v1/audio-analysis/0T1hQWoeHLABtNE0gpPCd0,174222,3,1
37,0.575,0.714,6,-5.247,1,0.0596,0.395,0.0,0.115,0.32,144.982,audio_features,47Bg6IrMed1GPbxRgwH2aC,spotify:track:47Bg6IrMed1GPbxRgwH2aC,https://api.spotify.com/v1/tracks/47Bg6IrMed1GPbxRgwH2aC,https://api.spotify.com/v1/audio-analysis/47Bg6IrMed1GPbxRgwH2aC,262231,4,1
38,0.623,0.285,1,-16.687,0,0.0538,0.427,0.00278,0.189,0.343,140.028,audio_features,5Ss6DqCldgTmIo6BekVOJT,spotify:track:5Ss6DqCldgTmIo6BekVOJT,https://api.spotify.com/v1/tracks/5Ss6DqCldgTmIo6BekVOJT,https://api.spotify.com/v1/audio-analysis/5Ss6DqCldgTmIo6BekVOJT,176761,4,1
39,0.93,0.611,0,-4.406,1,0.0415,0.593,0.00124,0.0592,0.695,112.127,audio_features,0KyAGiNGUytG5JLxJu4F6l,spotify:track:0KyAGiNGUytG5JLxJu4F6l,https://api.spotify.com/v1/tracks/0KyAGiNGUytG5JLxJu4F6l,https://api.spotify.com/v1/audio-analysis/0KyAGiNGUytG5JLxJu4F6l,178352,4,1
40,0.884,0.333,9,-9.753,0,0.0617,0.293,0.0205,0.103,0.587,118.065,audio_features,4cJOLN346rtOty3UPACsao,spotify:track:4cJOLN346rtOty3UPACsao,https://api.spotify.com/v1/tracks/4cJOLN346rtOty3UPACsao,https://api.spotify.com/v1/audio-analysis/4cJOLN346rtOty3UPACsao,209450,4,1
41,0.701,0.529,7,-12.242,0,0.147,0.82,0.00113,0.249,0.577,138.216,audio_features,297rZsBEjFw9d0Gl3iBLnd,spotify:track:297rZsBEjFw9d0Gl3iBLnd,https://api.spotify.com/v1/tracks/297rZsBEjFw9d0Gl3iBLnd,https://api.spotify.com/v1/audio-analysis/297rZsBEjFw9d0Gl3iBLnd,146390,4,1
42,0.546,0.669,2,-10.806,1,0.103,0.495,0.735,0.25,0.337,75.144,audio_features,5H2WmzaijYOGTHeHdM3w9P,spotify:track:5H2WmzaijYOGTHeHdM3w9P,https://api.spotify.com/v1/tracks/5H2WmzaijYOGTHeHdM3w9P,https://api.spotify.com/v1/audio-analysis/5H2WmzaijYOGTHeHdM3w9P,180846,4,1
43,0.57,0.75,10,-7.193,0,0.0383,0.0177,0.00247,0.197,0.578,140.063,audio_features,6KKHXbJtnJPjla3V49YPac,spotify:track:6KKHXbJtnJPjla3V49YPac,https://api.spotify.com/v1/tracks/6KKHXbJtnJPjla3V49YPac,https://api.spotify.com/v1/audio-analysis/6KKHXbJtnJPjla3V49YPac,212701,4,1
44,0.563,0.51,9,-6.751,1,0.0283,0.677,3.8e-06,0.305,0.501,97.467,audio_features,4qkwbl6SxwLE09pxLAFINt,spotify:track:4qkwbl6SxwLE09pxLAFINt,https://api.spotify.com/v1/tracks/4qkwbl6SxwLE09pxLAFINt,https://api.spotify.com/v1/audio-analysis/4qkwbl6SxwLE09pxLAFINt,204307,4,1
45,0.791,0.339,2,-14.807,1,0.0331,0.227,0.0212,0.176,0.657,100.02,audio_features,3PI9d61o3VO504SUAKw2cO,spotify:track:3PI9d61o3VO504SUAKw2cO,https://api.spotify.com/v1/tracks/3PI9d61o3VO504SUAKw2cO,https://api.spotify.com/v1/audio-analysis/3PI9d61o3VO504SUAKw2cO,82500,4,1
46,0.689,0.368,0,-7.34,1,0.0263,0.588,0.0,0.101,0.738,104.057,audio_features,1YVVAiBD5WhX2ZdHtlSOhz,spotify:track:1YVVAiBD5WhX2ZdHtlSOhz,https://api.spotify.com/v1/tracks/1YVVAiBD5WhX2ZdHtlSOhz,https://api.spotify.com/v1/audio-analysis/1YVVAiBD5WhX2ZdHtlSOhz,134427,4,1
47,0.759,0.468,10,-7.969,1,0.0464,0.934,0.102,0.115,0.347,119.872,audio_features,3pJJmtKV0ULcMJkx8xmYgP,spotify:track:3pJJmtKV0ULcMJkx8xmYgP,https://api.spotify.com/v1/tracks/3pJJmtKV0ULcMJkx8xmYgP,https://api.spotify.com/v1/audio-analysis/3pJJmtKV0ULcMJkx8xmYgP,168206,4,1
48,0.565,0.438,7,-8.722,1,0.0311,0.122,0.0469,0.108,0.211,133.949,audio_features,5OuJTtNve7FxUX82eEBupN,spotify:track:5OuJTtNve7FxUX82eEBupN,https://api.spotify.com/v1/tracks/5OuJTtNve7FxUX82eEBupN,https://api.spotify.com/v1/audio-analysis/5OuJTtNve7FxUX82eEBupN,361760,4,1
49,0.559,0.89,11,-5.188,1,0.0387,0.00837,0.00759,0.103,0.809,91.509,audio_features,0SBariQWfKjoslW2XSIFOm,spotify:track:0SBariQWfKjoslW2XSIFOm,https://api.spotify.com/v1/tracks/0SBariQWfKjoslW2XSIFOm,https://api.spotify.com/v1/audio-analysis/0SBariQWfKjoslW2XSIFOm,216427,4,1
50,0.566,0.394,10,-11.438,0,0.0445,0.712,2.59e-05,0.156,0.6,78.948,audio_features,4UCiDcv0yO9tNLZbkZeBBA,spotify:track:4UCiDcv0yO9tNLZbkZeBBA,https://api.spotify.com/v1/tracks/4UCiDcv0yO9tNLZbkZeBBA,https://api.spotify.com/v1/audio-analysis/4UCiDcv0yO9tNLZbkZeBBA,281054,4,1
51,0.397,0.518,4,-7.156,1,0.0327,0.0748,0.00634,0.133,0.262,113.737,audio_features,5rKor0rlCbaA7j755zhnhb,spotify:track:5rKor0rlCbaA7j755zhnhb,https://api.spotify.com/v1/tracks/5rKor0rlCbaA7j755zhnhb,https://api.spotify.com/v1/audio-analysis/5rKor0rlCbaA7j755zhnhb,232567,4,1
52,0.515,0.804,6,-5.345,0,0.0398,0.00322,0.00229,0.149,0.298,123.969,audio_features,0ZK8TGOsngrstVPsnrHbK1,spotify:track:0ZK8TGOsngrstVPsnrHbK1,https://api.spotify.com/v1/tracks/0ZK8TGOsngrstVPsnrHbK1,https://api.spotify.com/v1/audio-analysis/0ZK8TGOsngrstVPsnrHbK1,287080,4,1
53,0.766,0.402,1,-11.155,1,0.107,0.27,0.0007,0.106,0.466,125.107,audio_features,1M321puDN1WBd5NF0ogOKW,spotify:track:1M321puDN1WBd5NF0ogOKW,https://api.spotify.com/v1/tracks/1M321puDN1WBd5NF0ogOKW,https://api.spotify.com/v1/audio-analysis/1M321puDN1WBd5NF0ogOKW,153857,4,1
54,0.801,0.41,7,-12.359,1,0.0322,0.187,0.0258,0.0993,0.719,125.133,audio_features,4Sr6N2pJXCb5VjdknAjblG,spotify:track:4Sr6N2pJXCb5VjdknAjblG,https://api.spotify.com/v1/tracks/4Sr6N2pJXCb5VjdknAjblG,https://api.spotify.com/v1/audio-analysis/4Sr6N2pJXCb5VjdknAjblG,230547,4,1
55,0.445,0.591,7,-9.004,0,0.0316,0.319,0.766,0.107,0.0774,137.864,audio_features,7kyiHjkFdmHcYcIJtFAdaF,spotify:track:7kyiHjkFdmHcYcIJtFAdaF,https://api.spotify.com/v1/tracks/7kyiHjkFdmHcYcIJtFAdaF,https://api.spotify.com/v1/audio-analysis/7kyiHjkFdmHcYcIJtFAdaF,216038,4,1
