,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
30,0.647,0.65,5,-3.848,0,0.0449,0.322,0.0,0.34,0.677,74.0,audio_features,0YBvPvnfflEzgc3GV9vzKA,spotify:track:0YBvPvnfflEzgc3GV9vzKA,https://api.spotify.com/v1/tracks/0YBvPvnfflEzgc3GV9vzKA,https://api.spotify.com/v1/audio-analysis/0YBvPvnfflEzgc3GV9vzKA,215676,4
31,0.803,0.599,1,-5.169,1,0.0985,0.111,0.0,0.236,0.484,130.107,audio_features,1gGhqfs2pDTOI30AEXMXrn,spotify:track:1gGhqfs2pDTOI30AEXMXrn,https://api.spotify.com/v1/tracks/1gGhqfs2pDTOI30AEXMXrn,https://api.spotify.com/v1/audio-analysis/1gGhqfs2pDTOI30AEXMXrn,163525,4
32,0.423,0.111,3,-16.906,1,0.0499,0.95,0.00624,0.0911,0.288,104.204,audio_features,2tgzwqArTmTiVD76fbHlWs,spotify:track:2tgzwqArTmTiVD76fbHlWs,https://api.spotify.com/v1/tracks/2tgzwqArTmTiVD76fbHlWs,https://api.spotify.com/v1/audio-analysis/2tgzwqArTmTiVD76fbHlWs,210061,4
33,0.588,0.855,9,-6.153,1,0.0372,0.0735,0.815,0.128,0.717,141.941,audio_features,1zFbBrZmJr1Z49HYe84dBg,spotify:track:1zFbBrZmJr1Z49HYe84dBg,https://api.spotify.com/v1/tracks/1zFbBrZmJr1Z49HYe84dBg,https://api.spotify.com/v1/audio-analysis/1zFbBrZmJr1Z49HYe84dBg,211165,4
34,0.777,0.435,5,-11.25,1,0.0471,0.291,6.55e-05,0.292,0.234,124.031,audio_features,1AXCFEfoecz1n906jVI8Si,spotify:track:1AXCFEfoecz1n906jVI8Si,https://api.spotify.com/v1/tracks/1AXCFEfoecz1n906jVI8Si,https://api.spotify.com/v1/audio-analysis/1AXCFEfoecz1n906jVI8Si,149758,4
35,0.534,0.724,6,-4.675,0,0.0495,0.00605,0.0929,0.108,0.503,81.846,audio_features,6OiRh4kttAs1YWglvTcYkB,spotify:track:6OiRh4kttAs1YWglvTcYkB,https://api.spotify.com/v1/tracks/6OiRh4kttAs1YWglvTcYkB,https://api.spotify.com/v1/audio-analysis/6OiRh4kttAs1YWglvTcYkB,207813,4
36,0.667,0.473,2,-12.597,1,0.0502,0.759,0.000354,0.117,0.69,134.933,audio_features,0T1hQWoeHLABtNE0gpPCd0,spotify:track:0T1hQWoeHLABtNE0gpPCd0,https://api.spotify.com/v1/tracks/0T1hQWoeHLABtNE0gpPCd0,https://api.spotify.com/v1/audio-analysis/0T1hQWoeHLABtNE0gpPCd0,174222,3
37,0.575,0.714,6,-5.247,1,0.0596,0.395,0.0,0.115,0.32,144.982,audio_features,47Bg6IrMed1GPbxRgwH2aC,spotify:track:47Bg6IrMed1GPbxRgwH2aC,https://api.spotify.com/v1/tracks/47Bg6IrMed1GPbxRgwH2aC,https://api.spotify.com/v1/audio-analysis/47Bg6IrMed1GPbxRgwH2aC,262231,4
38,0.623,0.285,1,-16.687,0,0.0538,0.427,0.00278,0.189,0.343,140.028,audio_features,5Ss6DqCldgTmIo6BekVOJT,spotify:track:5Ss6DqCldgTmIo6BekVOJT,https://api.spotify.com/v1/tracks/5Ss6DqCldgTmIo6BekVOJT,https://api.spotify.com/v1/audio-analysis/5Ss6DqCldgTmIo6BekVOJT,176761,4
39,0.93,0.611,0,-4.406,1,0.0415,0.593,0.00124,0.0592,0.695,112.127,audio_features,0KyAGiNGUytG5JLxJu4F6l,spotify:track:0KyAGiNGUytG5JLxJu4F6l,https://api.spotify.com/v1/tracks/0KyAGiNGUytG5JLxJu4F6l,https://api.spotify.com/v1/audio-analysis/0KyAGiNGUytG5JLxJu4F6l,178352,4
40,0.884,0.333,9,-9.753,0,0.0617,0.293,0.0205,0.103,0.587,118.065,audio_features,4cJOLN346rtOty3UPACsao,spotify:track:4cJOLN346rtOty3UPACsao,https://api.spotify.com/v1/tracks/4cJOLN346rtOty3UPACsao,https://api.spotify.com/v1/audio-analysis/4cJOLN346rtOty3UPACsao,209450,4
41,0.701,0.529,7,-12.242,0,0.147,0.82,0.00113,0.249,0.577,138.216,audio_features,297rZsBEjFw9d0Gl3iBLnd,spotify:track:297rZsBEjFw9d0Gl3iBLnd,https://api.spotify.com/v1/tracks/297rZsBEjFw9d0Gl3iBLnd,https://api.spotify.com/v1/audio-analysis/297rZsBEjFw9d0Gl3iBLnd,146390,4
42,0.546,0.669,2,-10.806,1,0.103,0.495,0.735,0.25,0.337,75.144,audio_features,5H2WmzaijYOGTHeHdM3w9P,spotify:track:5H2WmzaijYOGTHeHdM3w9P,https://api.spotify.com/v1/tracks/5H2WmzaijYOGTHeHdM3w9P,https://api.spotify.com/v1/audio-analysis/5H2WmzaijYOGTHeHdM3w9P,180846,4
43,0.57,0.75,10,-7.193,0,0.0383,0.0177,0.00247,0.197,0.578,140.063,audio_features,6KKHXbJtnJPjla3V49YPac,spotify:track:6KKHXbJtnJPjla3V49YPac,https://api.spotify.com/v1/tracks/6KKHXbJtnJPjla3V49YPac,https://api.spotify.com/v1/audio-analysis/6KKHXbJtnJPjla3V49YPac,212701,4
44,0.563,0.51,9,-6.751,1,0.0283,0.677,3.8e-06,0.305,0.501,97.467,audio_features,4qkwbl6SxwLE09pxLAFINt,spotify:track:4qkwbl6SxwLE09pxLAFINt,https://api.spotify.com/v1/tracks/4qkwbl6SxwLE09pxLAFINt,https://api.spotify.com/v1/audio-analysis/4qkwbl6SxwLE09pxLAFINt,204307,4
45,0.791,0.339,2,-14.807,1,0.0331,0.227,0.0212,0.176,0.657,100.02,audio_features,3PI9d61o3VO504SUAKw2cO,spotify:track:3PI9d61o3VO504SUAKw2cO,https://api.spotify.com/v1/tracks/3PI9d61o3VO504SUAKw2cO,https://api.spotify.com/v1/audio-analysis/3PI9d61o3VO504SUAKw2cO,82500,4
46,0.689,0.368,0,-7.34,1,0.0263,0.588,0.0,0.101,0.738,104.057,audio_features,1YVVAiBD5WhX2ZdHtlSOhz,spotify:track:1YVVAiBD5WhX2ZdHtlSOhz,https://api.spotify.com/v1/tracks/1YVVAiBD5WhX2ZdHtlSOhz,https://api.spotify.com/v1/audio-analysis/1YVVAiBD5WhX2ZdHtlSOhz,134427,4
47,0.759,0.468,10,-7.969,1,0.0464,0.934,0.102,0.115,0.347,119.872,audio_features,3pJJmtKV0ULcMJkx8xmYgP,spotify:track:3pJJmtKV0ULcMJkx8xmYgP,https://api.spotify.com/v1/tracks/3pJJmtKV0ULcMJkx8xmYgP,https://api.spotify.com/v1/audio-analysis/3pJJmtKV0ULcMJkx8xmYgP,168206,4
48,0.565,0.438,7,-8.722,1,0.0311,0.122,0.0469,0.108,0.211,133.949,audio_features,5OuJTtNve7FxUX82eEBupN,spotify:track:5OuJTtNve7FxUX82eEBupN,https://api.spotify.com/v1/tracks/5OuJTtNve7FxUX82eEBupN,https://api.spotify.com/v1/audio-analysis/5OuJTtNve7FxUX82eEBupN,361760,4
49,0.559,0.89,11,-5.188,1,0.0387,0.00837,0.00759,0.103,0.809,91.509,audio_features,0SBariQWfKjoslW2XSIFOm,spotify:track:0SBariQWfKjoslW2XSIFOm,https://api.spotify.com/v1/tracks/0SBariQWfKjoslW2XSIFOm,https://api.spotify.com/v1/audio-analysis/0SBariQWfKjoslW2XSIFOm,216427,4
50,0.566,0.394,10,-11.438,0,0.0445,0.712,2.59e-05,0.156,0.6,78.948,audio_features,4UCiDcv0yO9tNLZbkZeBBA,spotify:track:4UCiDcv0yO9tNLZbkZeBBA,https://api.spotify.com/v1/tracks/4UCiDcv0yO9tNLZbkZeBBA,https://api.spotify.com/v1/audio-analysis/4UCiDcv0yO9tNLZbkZeBBA,281054,4
51,0.397,0.518,4,-7.156,1,0.0327,0.0748,0.00634,0.133,0.262,113.737,audio_features,5rKor0rlCbaA7j755zhnhb,spotify:track:5rKor0rlCbaA7j755zhnhb,https://api.spotify.com/v1/tracks/5rKor0rlCbaA7j755zhnhb,https://api.spotify.com/v1/audio-analysis/5rKor0rlCbaA7j755zhnhb,232567,4
52,0.515,0.804,6,-5.345,0,0.0398,0.00322,0.00229,0.149,0.298,123.969,audio_features,0ZK8TGOsngrstVPsnrHbK1,spotify:track:0ZK8TGOsngrstVPsnrHbK1,https://api.spotify.com/v1/tracks/0ZK8TGOsngrstVPsnrHbK1,https://api.spotify.com/v1/audio-analysis/0ZK8TGOsngrstVPsnrHbK1,287080,4
53,0.766,0.402,1,-11.155,1,0.107,0.27,0.0007,0.106,0.466,125.107,audio_features,1M321puDN1WBd5NF0ogOKW,spotify:track:1M321puDN1WBd5NF0ogOKW,https://api.spotify.com/v1/tracks/1M321puDN1WBd5NF0ogOKW,https://api.spotify.com/v1/audio-analysis/1M321puDN1WBd5NF0ogOKW,153857,4
54,0.801,0.41,7,-12.359,1,0.0322,0.187,0.0258,0.0993,0.719,125.133,audio_features,4Sr6N2pJXCb5VjdknAjblG,spotify:track:4Sr6N2pJXCb5VjdknAjblG,https://api.spotify.com/v1/tracks/4Sr6N2pJXCb5VjdknAjblG,https://api.spotify.com/v1/audio-analysis/4Sr6N2pJXCb5VjdknAjblG,230547,4
55,0.445,0.591,7,-9.004,0,0.0316,0.319,0.766,0.107,0.0774,137.864,audio_features,7kyiHjkFdmHcYcIJtFAdaF,spotify:track:7kyiHjkFdmHcYcIJtFAdaF,https://api.spotify.com/v1/tracks/7kyiHjkFdmHcYcIJtFAdaF,https://api.spotify.com/v1/audio-analysis/7kyiHjkFdmHcYcIJtFAdaF,216038,4
56,0.363,0.579,7,-10.533,1,0.0986,0.446,0.0127,0.264,0.719,78.032,audio_features,2T64m94VBrsEISkAYq6Cnq,spotify:track:2T64m94VBrsEISkAYq6Cnq,https://api.spotify.com/v1/tracks/2T64m94VBrsEISkAYq6Cnq,https://api.spotify.com/v1/audio-analysis/2T64m94VBrsEISkAYq6Cnq,174105,4
57,0.829,0.23,2,-16.559,1,0.0418,0.653,0.188,0.258,0.516,94.014,audio_features,7mrEpwmQJ7qK1ik7ZjjcdD,spotify:track:7mrEpwmQJ7qK1ik7ZjjcdD,https://api.spotify.com/v1/tracks/7mrEpwmQJ7qK1ik7ZjjcdD,https://api.spotify.com/v1/audio-analysis/7mrEpwmQJ7qK1ik7ZjjcdD,227234,4
58,0.751,0.473,1,-11.458,1,0.199,0.216,0.0774,0.267,0.868,147.437,audio_features,1yoOiFrd7KHnUPun8BSBxl,spotify:track:1yoOiFrd7KHnUPun8BSBxl,https://api.spotify.com/v1/tracks/1yoOiFrd7KHnUPun8BSBxl,https://api.spotify.com/v1/audio-analysis/1yoOiFrd7KHnUPun8BSBxl,127044,4
59,0.559,0.871,5,-5.338,0,0.0392,7.53e-06,0.00524,0.096,0.573,104.976,audio_features,1H7zdcRD0gLGQY0w5ejGgX,spotify:track:1H7zdcRD0gLGQY0w5ejGgX,https://api.spotify.com/v1/tracks/1H7zdcRD0gLGQY0w5ejGgX,https://api.spotify.com/v1/audio-analysis/1H7zdcRD0gLGQY0w5ejGgX,213920,4
60,0.768,0.809,4,-4.204,0,0.0616,0.278,0.0,0.139,0.748,111.989,audio_features,2mXsZsJBThTaJXbNcg5QD4,spotify:track:2mXsZsJBThTaJXbNcg5QD4,https://api.spotify.com/v1/tracks/2mXsZsJBThTaJXbNcg5QD4,https://api.spotify.com/v1/audio-analysis/2mXsZsJBThTaJXbNcg5QD4,177773,4
61,0.515,0.3,5,-8.005,1,0.0289,0.575,8.46e-06,0.115,0.206,81.12,audio_features,02eD9ymfJOJOhM97HYp5R9,spotify:track:02eD9ymfJOJOhM97HYp5R9,https://api.spotify.com/v1/tracks/02eD9ymfJOJOhM97HYp5R9,https://api.spotify.com/v1/audio-analysis/02eD9ymfJOJOhM97HYp5R9,236627,4
62,0.57,0.801,6,-3.634,1,0.0308,0.00902,0.0,0.101,0.396,115.041,audio_features,4Yt1hzaeJHdSRAfSS43C4j,spotify:track:4Yt1hzaeJHdSRAfSS43C4j,https://api.spotify.com/v1/tracks/4Yt1hzaeJHdSRAfSS43C4j,https://api.spotify.com/v1/audio-analysis/4Yt1hzaeJHdSRAfSS43C4j,144133,4
63,0.516,0.755,2,-3.56,1,0.0275,0.00329,0.0,0.198,0.538,130.712,audio_features,2RigFRKSH2pfhRYt5GcnVL,spotify:track:2RigFRKSH2pfhRYt5GcnVL,https://api.spotify.com/v1/tracks/2RigFRKSH2pfhRYt5GcnVL,https://api.spotify.com/v1/audio-analysis/2RigFRKSH2pfhRYt5GcnVL,235933,4
64,0.651,0.466,6,-9.403,1,0.0305,0.541,0.0027,0.116,0.326,86.953,audio_features,5UDqWOgDdixYMAgAyNbpgh,spotify:track:5UDqWOgDdixYMAgAyNbpgh,https://api.spotify.com/v1/tracks/5UDqWOgDdixYMAgAyNbpgh,https://api.spotify.com/v1/audio-analysis/5UDqWOgDdixYMAgAyNbpgh,206893,4
65,0.641,0.622,0,-9.153,1,0.0297,0.57,8.15e-05,0.0694,0.552,147.997,audio_features,2fG23IIy7rYN8eMNbAHcS2,spotify:track:2fG23IIy7rYN8eMNbAHcS2,https://api.spotify.com/v1/tracks/2fG23IIy7rYN8eMNbAHcS2,https://api.spotify.com/v1/audio-analysis/2fG23IIy7rYN8eMNbAHcS2,196040,4
66,0.448,0.649,5,-5.925,1,0.0434,0.418,0.0,0.0976,0.575,195.925,audio_features,4CLPNURPcKztF9RRdcWLGP,spotify:track:4CLPNURPcKztF9RRdcWLGP,https://api.spotify.com/v1/tracks/4CLPNURPcKztF9RRdcWLGP,https://api.spotify.com/v1/audio-analysis/4CLPNURPcKztF9RRdcWLGP,199640,4
67,0.603,0.743,1,-5.583,1,0.122,0.271,0.000226,0.104,0.402,168.005,audio_features,1j6NZFHrpc09YmEZuSlmwf,spotify:track:1j6NZFHrpc09YmEZuSlmwf,https://api.spotify.com/v1/tracks/1j6NZFHrpc09YmEZuSlmwf,https://api.spotify.com/v1/audio-analysis/1j6NZFHrpc09YmEZuSlmwf,241480,4
68,0.917,0.657,8,-5.716,1,0.0921,0.318,3.62e-06,0.0754,0.818,131.03,audio_features,1ghvzmzpx2nnrbx7wtpMgo,spotify:track:1ghvzmzpx2nnrbx7wtpMgo,https://api.spotify.com/v1/tracks/1ghvzmzpx2nnrbx7wtpMgo,https://api.spotify.com/v1/audio-analysis/1ghvzmzpx2nnrbx7wtpMgo,165733,4
69,0.674,0.758,1,-5.379,1,0.0378,0.284,3.42e-05,0.116,0.525,129.946,audio_features,1ZiJGdjNtvgngdT3wRKVqS,spotify:track:1ZiJGdjNtvgngdT3wRKVqS,https://api.spotify.com/v1/tracks/1ZiJGdjNtvgngdT3wRKVqS,https://api.spotify.com/v1/audio-analysis/1ZiJGdjNtvgngdT3wRKVqS,202373,4
70,0.59,0.903,1,-4.478,0,0.0363,0.0232,0.0,0.0786,0.542,107.023,audio_features,5ecZWU5uQOiCVSnPxBZNmT,spotify:track:5ecZWU5uQOiCVSnPxBZNmT,https://api.spotify.com/v1/tracks/5ecZWU5uQOiCVSnPxBZNmT,https://api.spotify.com/v1/audio-analysis/5ecZWU5uQOiCVSnPxBZNmT,213453,4
71,0.681,0.865,1,-4.132,0,0.0594,0.00464,0.00169,0.149,0.528,91.017,audio_features,2WyRfGeHo97VC5mP1BBSzr,spotify:track:2WyRfGeHo97VC5mP1BBSzr,https://api.spotify.com/v1/tracks/2WyRfGeHo97VC5mP1BBSzr,https://api.spotify.com/v1/audio-analysis/2WyRfGeHo97VC5mP1BBSzr,219080,4
72,0.411,0.754,7,-6.515,1,0.0294,0.101,2.83e-06,0.141,0.602,189.9,audio_features,2GRbFpacyEnbA3Mk7KcfM4,spotify:track:2GRbFpacyEnbA3Mk7KcfM4,https://api.spotify.com/v1/tracks/2GRbFpacyEnbA3Mk7KcfM4,https://api.spotify.com/v1/audio-analysis/2GRbFpacyEnbA3Mk7KcfM4,269147,4
73,0.515,0.833,0,-6.404,1,0.0353,0.0136,0.00149,0.195,0.384,135.685,audio_features,0W3tGZmJi1QkBa8oP9hC6M,spotify:track:0W3tGZmJi1QkBa8oP9hC6M,https://api.spotify.com/v1/tracks/0W3tGZmJi1QkBa8oP9hC6M,https://api.spotify.com/v1/audio-analysis/0W3tGZmJi1QkBa8oP9hC6M,228819,4
74,0.677,0.871,11,-6.198,0,0.0294,0.0129,1.33e-06,0.397,0.518,115.138,audio_features,5QTKgUArMLt1JzM2JXlYCN,spotify:track:5QTKgUArMLt1JzM2JXlYCN,https://api.spotify.com/v1/tracks/5QTKgUArMLt1JzM2JXlYCN,https://api.spotify.com/v1/audio-analysis/5QTKgUArMLt1JzM2JXlYCN,195947,4
75,0.653,0.811,7,-6.609,1,0.0635,0.114,0.00132,0.109,0.873,106.194,audio_features,56M6lZV65MSi0aY7W6D33n,spotify:track:56M6lZV65MSi0aY7W6D33n,https://api.spotify.com/v1/tracks/56M6lZV65MSi0aY7W6D33n,https://api.spotify.com/v1/audio-analysis/56M6lZV65MSi0aY7W6D33n,278493,4
76,0.636,0.583,2,-6.67,1,0.0275,0.127,0.0,0.071,0.634,129.991,audio_features,1aF6Mvl74QUqtmDAdza9vU,spotify:track:1aF6Mvl74QUqtmDAdza9vU,https://api.spotify.com/v1/tracks/1aF6Mvl74QUqtmDAdza9vU,https://api.spotify.com/v1/audio-analysis/1aF6Mvl74QUqtmDAdza9vU,248387,4
77,0.571,0.228,7,-12.12,1,0.0295,0.872,1.25e-05,0.0895,0.452,92.576,audio_features,19SQClbnnxu1dn17arriPZ,spotify:track:19SQClbnnxu1dn17arriPZ,https://api.spotify.com/v1/tracks/19SQClbnnxu1dn17arriPZ,https://api.spotify.com/v1/audio-analysis/19SQClbnnxu1dn17arriPZ,209293,4
78,0.504,0.779,9,-4.752,0,0.0319,0.00849,0.0,0.382,0.652,119.778,audio_features,21p8eeSQYernyPialcjFCj,spotify:track:21p8eeSQYernyPialcjFCj,https://api.spotify.com/v1/tracks/21p8eeSQYernyPialcjFCj,https://api.spotify.com/v1/audio-analysis/21p8eeSQYernyPialcjFCj,197853,4
79,0.368,0.694,4,-4.599,0,0.0371,0.0966,0.0,0.0984,0.855,209.401,audio_features,4NEmU1XGE7yijD1jVecvxy,spotify:track:4NEmU1XGE7yijD1jVecvxy,https://api.spotify.com/v1/tracks/4NEmU1XGE7yijD1jVecvxy,https://api.spotify.com/v1/audio-analysis/4NEmU1XGE7yijD1jVecvxy,184720,4
80,0.57,0.117,1,-12.336,0,0.0328,0.938,4.68e-05,0.103,0.233,80.563,audio_features,1XcfVRXfqJhJFugq40KUdE,spotify:track:1XcfVRXfqJhJFugq40KUdE,https://api.spotify.com/v1/tracks/1XcfVRXfqJhJFugq40KUdE,https://api.spotify.com/v1/audio-analysis/1XcfVRXfqJhJFugq40KUdE,279546,4
81,0.372,0.205,4,-16.699,1,0.0364,0.656,0.0448,0.106,0.623,172.01,audio_features,7DYysNPSXqwMjyWHbTIcjr,spotify:track:7DYysNPSXqwMjyWHbTIcjr,https://api.spotify.com/v1/tracks/7DYysNPSXqwMjyWHbTIcjr,https://api.spotify.com/v1/audio-analysis/7DYysNPSXqwMjyWHbTIcjr,152613,4
82,0.66,0.566,0,-8.255,1,0.0293,0.123,0.795,0.122,0.295,125.747,audio_features,0qYuQuDiUKEDa1NbnAmfBw,spotify:track:0qYuQuDiUKEDa1NbnAmfBw,https://api.spotify.com/v1/tracks/0qYuQuDiUKEDa1NbnAmfBw,https://api.spotify.com/v1/audio-analysis/0qYuQuDiUKEDa1NbnAmfBw,245466,4
83,0.359,0.391,3,-8.034,1,0.026,0.795,0.0708,0.163,0.19,154.66,audio_features,1X3T2J7S1s6aCIbmjFf2NG,spotify:track:1X3T2J7S1s6aCIbmjFf2NG,https://api.spotify.com/v1/tracks/1X3T2J7S1s6aCIbmjFf2NG,https://api.spotify.com/v1/audio-analysis/1X3T2J7S1s6aCIbmjFf2NG,242226,3
84,0.599,0.4,10,-9.662,1,0.0614,0.558,0.000955,0.117,0.292,99.488,audio_features,7LKdJ2eImSObhCndYIkYzI,spotify:track:7LKdJ2eImSObhCndYIkYzI,https://api.spotify.com/v1/tracks/7LKdJ2eImSObhCndYIkYzI,https://api.spotify.com/v1/audio-analysis/7LKdJ2eImSObhCndYIkYzI,179200,4
85,0.774,0.615,0,-5.983,1,0.0408,0.19,0.000132,0.094,0.788,89.005,audio_features,0y5HWbAnJ6qrjeBuFL52hO,spotify:track:0y5HWbAnJ6qrjeBuFL52hO,https://api.spotify.com/v1/tracks/0y5HWbAnJ6qrjeBuFL52hO,https://api.spotify.com/v1/audio-analysis/0y5HWbAnJ6qrjeBuFL52hO,217080,4
86,0.558,0.653,5,-8.312,0,0.0428,0.273,0.007,0.108,0.403,166.0,audio_features,0tl5HRIyc76NxEZA3wWI3X,spotify:track:0tl5HRIyc76NxEZA3wWI3X,https://api.spotify.com/v1/tracks/0tl5HRIyc76NxEZA3wWI3X,https://api.spotify.com/v1/audio-analysis/0tl5HRIyc76NxEZA3wWI3X,213493,4
87,0.522,0.526,0,-8.79,1,0.0354,0.0283,0.000376,0.131,0.53,203.669,audio_features,78ko0O4PMfqcAvOQ0EjUzM,spotify:track:78ko0O4PMfqcAvOQ0EjUzM,https://api.spotify.com/v1/tracks/78ko0O4PMfqcAvOQ0EjUzM,https://api.spotify.com/v1/audio-analysis/78ko0O4PMfqcAvOQ0EjUzM,191093,4
88,0.448,0.317,2,-11.147,0,0.0591,0.784,0.00306,0.0989,0.239,171.768,audio_features,4HnS7CZWjd8PTQZkh3E1ai,spotify:track:4HnS7CZWjd8PTQZkh3E1ai,https://api.spotify.com/v1/tracks/4HnS7CZWjd8PTQZkh3E1ai,https://api.spotify.com/v1/audio-analysis/4HnS7CZWjd8PTQZkh3E1ai,211773,5
89,0.701,0.516,0,-9.244,1,0.0462,0.849,0.000577,0.108,0.468,130.053,audio_features,1fVkv2HympD7WrvJ6kui5N,spotify:track:1fVkv2HympD7WrvJ6kui5N,https://api.spotify.com/v1/tracks/1fVkv2HympD7WrvJ6kui5N,https://api.spotify.com/v1/audio-analysis/1fVkv2HympD7WrvJ6kui5N,213920,4
90,0.365,0.324,0,-9.109,1,0.0348,0.97,0.0245,0.117,0.188,131.301,audio_features,5iN0fUrfZvDaXT0OuNz6QW,spotify:track:5iN0fUrfZvDaXT0OuNz6QW,https://api.spotify.com/v1/tracks/5iN0fUrfZvDaXT0OuNz6QW,https://api.spotify.com/v1/audio-analysis/5iN0fUrfZvDaXT0OuNz6QW,210040,3
91,0.722,0.377,7,-10.775,1,0.179,0.797,0.00568,0.057,0.591,83.386,audio_features,06hmuCqeWMhJKY804fNodU,spotify:track:06hmuCqeWMhJKY804fNodU,https://api.spotify.com/v1/tracks/06hmuCqeWMhJKY804fNodU,https://api.spotify.com/v1/audio-analysis/06hmuCqeWMhJKY804fNodU,147773,4
92,0.217,0.305,1,-9.495,1,0.0321,0.885,0.00271,0.201,0.12,82.848,audio_features,6zJms3MX11Qu1IKF44LoRW,spotify:track:6zJms3MX11Qu1IKF44LoRW,https://api.spotify.com/v1/tracks/6zJms3MX11Qu1IKF44LoRW,https://api.spotify.com/v1/audio-analysis/6zJms3MX11Qu1IKF44LoRW,292400,4
93,0.62,0.616,1,-10.071,1,0.143,0.304,0.00954,0.264,0.67,169.139,audio_features,2dIeraguJ8SoHDqXfSZelZ,spotify:track:2dIeraguJ8SoHDqXfSZelZ,https://api.spotify.com/v1/tracks/2dIeraguJ8SoHDqXfSZelZ,https://api.spotify.com/v1/audio-analysis/2dIeraguJ8SoHDqXfSZelZ,157303,4
94,0.755,0.477,1,-11.461,1,0.218,0.226,0.077,0.268,0.874,147.451,audio_features,0phxK01nh2jkPnYe9wLfdO,spotify:track:0phxK01nh2jkPnYe9wLfdO,https://api.spotify.com/v1/tracks/0phxK01nh2jkPnYe9wLfdO,https://api.spotify.com/v1/audio-analysis/0phxK01nh2jkPnYe9wLfdO,127044,4
95,0.773,0.39,10,-11.999,0,0.113,0.18,0.000707,0.107,0.465,125.001,audio_features,76ONL66gg6aJeeWXgx1XN4,spotify:track:76ONL66gg6aJeeWXgx1XN4,https://api.spotify.com/v1/tracks/76ONL66gg6aJeeWXgx1XN4,https://api.spotify.com/v1/audio-analysis/76ONL66gg6aJeeWXgx1XN4,153872,4
96,0.686,0.48,6,-11.443,1,0.0504,0.17,0.0116,0.105,0.57,150.828,audio_features,2CO1B7lyEs3lf19hM5gn6x,spotify:track:2CO1B7lyEs3lf19hM5gn6x,https://api.spotify.com/v1/tracks/2CO1B7lyEs3lf19hM5gn6x,https://api.spotify.com/v1/audio-analysis/2CO1B7lyEs3lf19hM5gn6x,173167,4
97,0.623,0.528,11,-11.49,0,0.154,0.509,0.00222,0.108,0.564,88.024,audio_features,5U8hidWugxHXvh1AzZYwKF,spotify:track:5U8hidWugxHXvh1AzZYwKF,https://api.spotify.com/v1/tracks/5U8hidWugxHXvh1AzZYwKF,https://api.spotify.com/v1/audio-analysis/5U8hidWugxHXvh1AzZYwKF,169091,4
98,0.609,0.431,9,-11.516,1,0.0675,0.344,0.00239,0.181,0.38,125.117,audio_features,7Hy7Fgp3es9APBsQIzEF3V,spotify:track:7Hy7Fgp3es9APBsQIzEF3V,https://api.spotify.com/v1/tracks/7Hy7Fgp3es9APBsQIzEF3V,https://api.spotify.com/v1/audio-analysis/7Hy7Fgp3es9APBsQIzEF3V,233995,3
99,0.45,0.583,4,-10.49,0,0.0811,0.434,0.0126,0.244,0.701,77.066,audio_features,75TDPu9k7Yv3IovdYaNCwk,spotify:track:75TDPu9k7Yv3IovdYaNCwk,https://api.spotify.com/v1/tracks/75TDPu9k7Yv3IovdYaNCwk,https://api.spotify.com/v1/audio-analysis/75TDPu9k7Yv3IovdYaNCwk,174105,4
0,0.662,0.48,2,-12.58,1,0.0542,0.749,0.000314,0.118,0.669,134.944,audio_features,1Hu2OypX8tMPwBcCUaAeO4,spotify:track:1Hu2OypX8tMPwBcCUaAeO4,https://api.spotify.com/v1/tracks/1Hu2OypX8tMPwBcCUaAeO4,https://api.spotify.com/v1/audio-analysis/1Hu2OypX8tMPwBcCUaAeO4,174222,3
1,0.739,0.522,7,-12.304,0,0.151,0.821,0.00124,0.233,0.619,138.263,audio_features,4vHNeBWDQpVCmGbaccrRzi,spotify:track:4vHNeBWDQpVCmGbaccrRzi,https://api.spotify.com/v1/tracks/4vHNeBWDQpVCmGbaccrRzi,https://api.spotify.com/v1/audio-analysis/4vHNeBWDQpVCmGbaccrRzi,146390,4
2,0.647,0.537,6,-12.006,0,0.21,0.43,0.000258,0.119,0.846,84.46,audio_features,5RxpYHVbGJPOvSEATQyg9P,spotify:track:5RxpYHVbGJPOvSEATQyg9P,https://api.spotify.com/v1/tracks/5RxpYHVbGJPOvSEATQyg9P,https://api.spotify.com/v1/audio-analysis/5RxpYHVbGJPOvSEATQyg9P,142500,4
3,0.535,0.0336,7,-26.102,1,0.0617,0.873,0.000669,0.111,0.135,136.545,audio_features,0GwRPApySiOtZjX3KkPrBm,spotify:track:0GwRPApySiOtZjX3KkPrBm,https://api.spotify.com/v1/tracks/0GwRPApySiOtZjX3KkPrBm,https://api.spotify.com/v1/audio-analysis/0GwRPApySiOtZjX3KkPrBm,184189,4
4,0.472,0.0284,4,-22.245,1,0.0603,0.809,0.000679,0.0533,0.122,77.986,audio_features,7Gf0dxad1rU4mX36RijL0q,spotify:track:7Gf0dxad1rU4mX36RijL0q,https://api.spotify.com/v1/tracks/7Gf0dxad1rU4mX36RijL0q,https://api.spotify.com/v1/audio-analysis/7Gf0dxad1rU4mX36RijL0q,169535,4
